year;country_id;free_and_fair_elections;effective_power_to_govern;separation_of_powers;independent_judiciary;prosecution_of_office_abuse;performance_of_democratic_institutions;commitment_to_democratic_institutions;level_of_socioeconomic_development;socioeconomic_barriers;monetary_stability;fiscal_stability;welfare_regime;social_safety_nets;equal_opportunity;economic_performance;output_strength;sustainability;environmental_policy;education_/_r&d_policy;level_of_difficulty;structural_constraints;conflict_intensity;gni_p.c._atlas_method_rescaled;un_educ._index_rescaled;bti_stateness_&_rule_of_law;steering_capability;prioritization;implementation;policy_learning;resource_efficiency;efficient_use_of_assets;policy_coordination;anti-corruption_policy;consensus-building;consensus_on_goals;anti-democratic_actors;cleavage_/_conflict_management;civil_society_participation;reconciliation;international_cooperation;effective_use_of_support;credibility;regional_cooperation
2016;123;9.0;9.0;9.0;8.0;7.0;10.0;10.0;7.0;7.0;10.0;9.0;8.0;8.0;8.0;8.0;8.0;8.5;9.0;8.0;2.2;2.0;4.0;1.0;1.0;2.1;8.7;9.0;9.0;8.0;7.0;7.0;7.0;7.0;8.4;10.0;9.0;8.0;7.0;8.0;9.7;9.0;10.0;10.0
2022;123;9.0;10.0;9.0;9.0;7.0;10.0;10.0;7.0;7.0;10.0;9.0;8.0;8.0;8.0;8.0;8.0;8.5;9.0;8.0;2.0;2.0;3.0;1.0;1.0;2.0;8.7;9.0;9.0;8.0;7.7;8.0;7.0;8.0;8.6;10.0;10.0;8.0;7.0;8.0;9.7;9.0;10.0;10.0
2010;124;7.0;4.0;7.0;7.0;4.0;6.0;6.0;5.0;5.0;8.0;7.0;5.0;4.0;6.0;6.0;6.0;5.0;4.0;6.0;4.8;8.0;7.0;4.0;2.0;4.6;5.3;5.0;4.0;7.0;3.0;3.0;4.0;2.0;4.6;7.0;4.0;3.0;6.0;3.0;7.3;6.0;9.0;7.0
2018;124;5.0;3.0;5.0;5.0;3.0;3.0;3.0;4.0;4.0;9.0;5.0;4.0;4.0;4.0;5.0;5.0;3.5;2.0;5.0;5.1;8.0;7.0;4.0;3.0;5.9;3.3;3.0;3.0;4.0;3.0;3.0;4.0;2.0;3.8;5.0;3.0;3.0;5.0;3.0;6.0;5.0;7.0;6.0
2012;124;7.0;4.0;6.0;6.0;4.0;6.0;6.0;5.0;5.0;9.0;6.0;5.0;4.0;6.0;7.0;7.0;4.5;4.0;5.0;5.0;8.0;7.0;4.0;3.0;5.0;4.7;5.0;3.0;6.0;3.0;3.0;4.0;2.0;4.2;7.0;3.0;2.0;6.0;3.0;7.0;6.0;8.0;7.0
2014;124;7.0;4.0;6.0;6.0;4.0;6.0;6.0;5.0;5.0;8.0;6.0;5.0;4.0;6.0;6.0;6.0;4.5;4.0;5.0;4.9;8.0;7.0;3.0;3.0;5.3;4.7;5.0;4.0;5.0;3.0;3.0;4.0;2.0;4.2;6.0;4.0;2.0;6.0;3.0;6.0;5.0;7.0;6.0
2020;124;6.0;4.0;5.0;5.0;3.0;5.0;5.0;4.0;4.0;9.0;5.0;4.5;4.0;5.0;4.0;4.0;3.5;2.0;5.0;5.1;8.0;6.0;4.0;4.0;5.9;4.3;4.0;4.0;5.0;3.0;3.0;4.0;2.0;4.2;6.0;3.0;3.0;5.0;4.0;6.3;6.0;7.0;6.0
2016;124;6.0;4.0;5.0;6.0;3.0;5.0;5.0;4.0;4.0;8.0;6.0;5.0;4.0;6.0;5.0;5.0;5.0;4.0;6.0;5.2;8.0;7.0;4.0;4.0;5.3;4.7;5.0;4.0;5.0;3.0;3.0;4.0;2.0;4.0;6.0;3.0;2.0;6.0;3.0;6.0;5.0;7.0;6.0
2022;124;6.0;4.0;5.0;5.0;3.0;5.0;5.0;3.0;3.0;4.0;2.0;4.5;4.0;5.0;2.0;2.0;3.5;2.0;5.0;5.3;8.0;7.0;4.0;4.0;5.9;2.7;2.0;3.0;3.0;2.7;3.0;3.0;2.0;3.6;4.0;3.0;3.0;4.0;4.0;4.7;4.0;5.0;5.0
2010;125;6.0;6.0;4.0;6.0;5.0;5.0;6.0;2.0;2.0;6.0;6.0;4.0;3.0;5.0;6.0;6.0;4.0;4.0;4.0;5.8;7.0;4.0;8.0;4.0;4.8;5.3;4.0;6.0;6.0;4.7;4.0;5.0;5.0;6.3;8.0;6.0;6.0;5.0;;7.7;7.0;8.0;8.0
2018;125;8.0;4.0;4.0;6.0;6.0;4.0;5.0;2.0;2.0;7.0;6.0;4.0;3.0;5.0;5.0;5.0;3.5;4.0;3.0;6.6;7.0;7.0;8.0;6.0;4.5;3.7;4.0;4.0;3.0;3.7;4.0;3.0;4.0;3.2;4.0;3.0;3.0;4.0;2.0;5.0;5.0;4.0;6.0
2012;125;6.0;6.0;4.0;6.0;5.0;5.0;6.0;2.0;2.0;6.0;6.0;4.0;3.0;5.0;5.0;5.0;4.0;4.0;4.0;6.5;8.0;4.0;8.0;7.0;4.9;5.3;6.0;5.0;5.0;4.7;4.0;5.0;5.0;6.3;8.0;6.0;6.0;5.0;;7.3;6.0;8.0;8.0
2014;125;8.0;8.0;5.0;6.0;7.0;5.0;6.0;2.0;2.0;6.0;6.0;4.0;3.0;5.0;5.0;5.0;3.5;4.0;3.0;6.4;8.0;5.0;8.0;6.0;4.3;5.3;6.0;5.0;5.0;3.7;4.0;3.0;4.0;6.3;7.0;6.0;7.0;5.0;;6.3;6.0;7.0;6.0
2020;125;8.0;4.0;4.0;5.0;5.0;4.0;5.0;2.0;2.0;8.0;6.0;4.0;3.0;5.0;5.0;5.0;3.0;3.0;3.0;6.5;7.0;6.0;8.0;6.0;5.0;3.7;4.0;4.0;3.0;3.7;4.0;3.0;4.0;3.2;4.0;3.0;3.0;4.0;2.0;5.0;5.0;4.0;6.0
2016;125;8.0;4.0;4.0;6.0;6.0;4.0;5.0;2.0;2.0;6.0;6.0;4.5;3.0;6.0;6.0;6.0;3.5;4.0;3.0;6.8;8.0;7.0;8.0;6.0;4.8;4.7;6.0;4.0;4.0;3.7;4.0;3.0;4.0;3.4;4.0;4.0;4.0;3.0;2.0;5.7;6.0;5.0;6.0
2022;125;8.0;4.0;4.0;6.0;5.0;4.0;5.0;2.0;2.0;8.0;6.0;4.0;3.0;5.0;5.0;5.0;3.0;3.0;3.0;6.6;8.0;6.0;8.0;6.0;4.9;3.7;5.0;3.0;3.0;3.7;4.0;3.0;4.0;3.6;5.0;4.0;3.0;4.0;2.0;5.7;6.0;5.0;6.0
2010;126;8.0;6.0;6.0;4.0;5.0;6.0;8.0;1.0;1.0;4.0;7.0;3.0;3.0;3.0;6.0;6.0;3.5;4.0;3.0;7.5;10.0;4.0;10.0;9.0;4.8;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;6.6;7.0;7.0;6.0;6.0;7.0;8.0;9.0;8.0;7.0
2018;126;8.0;7.0;6.0;5.0;5.0;6.0;8.0;1.0;1.0;6.0;7.0;3.5;3.0;4.0;5.0;5.0;4.0;5.0;3.0;7.1;10.0;4.0;10.0;7.0;4.5;5.7;7.0;5.0;5.0;5.0;4.0;6.0;5.0;7.0;7.0;7.0;8.0;7.0;6.0;7.3;8.0;7.0;7.0
2012;126;8.0;6.0;6.0;4.0;5.0;7.0;8.0;1.0;1.0;5.0;7.0;3.5;3.0;4.0;6.0;6.0;3.5;4.0;3.0;7.3;10.0;4.0;10.0;8.0;4.8;6.3;7.0;6.0;6.0;5.3;5.0;5.0;6.0;6.6;7.0;7.0;7.0;6.0;6.0;8.0;9.0;8.0;7.0
2014;126;8.0;6.0;6.0;5.0;5.0;7.0;8.0;1.0;1.0;5.0;7.0;3.5;3.0;4.0;6.0;6.0;4.5;5.0;4.0;7.3;10.0;4.0;10.0;8.0;4.6;6.3;7.0;6.0;6.0;5.3;5.0;5.0;6.0;6.8;7.0;7.0;7.0;6.0;7.0;8.0;9.0;8.0;7.0
2020;126;8.0;7.0;6.0;5.0;5.0;6.0;8.0;1.0;1.0;6.0;6.0;3.5;3.0;4.0;4.0;4.0;4.0;5.0;3.0;7.1;10.0;4.0;9.0;8.0;4.4;5.0;6.0;5.0;4.0;4.3;4.0;5.0;4.0;6.6;7.0;7.0;7.0;6.0;6.0;7.0;7.0;7.0;7.0
2016;126;8.0;6.0;6.0;5.0;5.0;7.0;8.0;1.0;1.0;5.0;7.0;3.5;3.0;4.0;5.0;5.0;4.5;5.0;4.0;7.4;10.0;4.0;10.0;9.0;4.6;6.0;7.0;5.0;6.0;5.3;5.0;5.0;6.0;6.8;7.0;7.0;7.0;7.0;6.0;8.0;9.0;8.0;7.0
2022;126;8.0;7.0;6.0;5.0;4.0;5.0;8.0;1.0;1.0;6.0;6.0;3.5;3.0;4.0;3.0;3.0;3.5;4.0;3.0;7.1;10.0;4.0;9.0;8.0;4.6;4.7;5.0;5.0;4.0;4.0;4.0;5.0;3.0;6.4;7.0;7.0;7.0;5.0;6.0;6.3;6.0;6.0;7.0
2010;127;1.0;1.0;2.0;3.0;4.0;2.0;2.0;6.0;6.0;5.0;7.0;7.5;8.0;7.0;8.0;8.0;4.5;4.0;5.0;4.1;4.0;2.0;2.0;2.0;5.8;3.3;3.0;3.0;4.0;3.7;3.0;5.0;3.0;2.8;3.0;2.0;4.0;2.0;;4.3;3.0;5.0;5.0
2018;127;4.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;4.0;3.0;2.0;1.0;3.0;2.0;2.0;3.0;3.0;3.0;7.4;9.0;10.0;5.0;4.0;9.3;3.0;3.0;1.0;5.0;1.0;1.0;1.0;1.0;2.4;3.0;2.0;1.0;2.0;4.0;3.3;3.0;3.0;4.0
2012;127;1.0;1.0;2.0;2.0;4.0;2.0;2.0;6.0;6.0;5.0;7.0;7.5;8.0;7.0;8.0;8.0;5.0;4.0;6.0;4.3;4.0;2.0;2.0;3.0;5.9;3.0;3.0;3.0;3.0;3.7;3.0;5.0;3.0;2.6;3.0;1.0;4.0;2.0;3.0;4.0;3.0;4.0;5.0
2014;127;8.0;3.0;4.0;3.0;3.0;3.0;3.0;5.0;5.0;4.0;6.0;6.0;7.0;5.0;7.0;7.0;4.0;3.0;5.0;5.7;5.0;7.0;5.0;2.0;7.3;4.0;4.0;3.0;5.0;3.3;3.0;5.0;2.0;5.0;7.0;4.0;3.0;5.0;6.0;6.0;6.0;6.0;6.0
2020;127;3.0;1.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;4.0;3.0;1.5;1.0;2.0;3.0;3.0;2.5;2.0;3.0;7.1;9.0;9.0;5.0;4.0;8.8;2.7;3.0;1.0;4.0;1.3;1.0;1.0;2.0;2.2;3.0;2.0;1.0;2.0;3.0;3.7;3.0;3.0;5.0
2016;127;4.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;4.0;4.0;2.0;1.0;3.0;2.0;2.0;3.0;3.0;3.0;7.5;10.0;10.0;5.0;3.0;9.3;3.0;3.0;1.0;5.0;1.3;2.0;1.0;1.0;2.8;3.0;2.0;1.0;4.0;4.0;3.3;3.0;3.0;4.0
2022;127;3.0;1.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;2.0;1.0;3.0;2.0;2.0;2.0;1.0;3.0;6.6;9.0;8.0;4.0;4.0;8.8;3.0;3.0;2.0;4.0;1.3;1.0;1.0;2.0;2.6;3.0;3.0;2.0;2.0;3.0;3.7;3.0;3.0;5.0
2010;129;10.0;10.0;10.0;9.0;8.0;10.0;10.0;8.0;8.0;10.0;9.0;8.5;8.0;9.0;8.0;8.0;8.0;8.0;8.0;1.8;1.0;1.0;2.0;1.0;1.5;7.7;9.0;7.0;7.0;7.7;8.0;8.0;7.0;9.0;10.0;10.0;8.0;8.0;9.0;9.7;9.0;10.0;10.0
2018;129;10.0;10.0;10.0;10.0;9.0;10.0;10.0;8.0;8.0;10.0;10.0;8.5;8.0;9.0;8.0;8.0;9.0;9.0;9.0;1.4;1.0;1.0;1.0;1.0;1.3;8.3;9.0;8.0;8.0;8.3;9.0;8.0;8.0;9.2;10.0;10.0;8.0;9.0;9.0;9.7;10.0;10.0;9.0
2012;129;10.0;10.0;10.0;9.0;8.0;10.0;10.0;8.0;8.0;9.0;9.0;8.0;7.0;9.0;8.0;8.0;8.5;8.0;9.0;1.6;1.0;1.0;1.0;1.0;1.5;8.3;9.0;8.0;8.0;8.3;9.0;8.0;8.0;9.2;10.0;10.0;8.0;9.0;9.0;9.3;9.0;10.0;9.0
2014;129;9.0;10.0;10.0;9.0;8.0;10.0;10.0;8.0;8.0;9.0;9.0;8.0;7.0;9.0;8.0;8.0;8.5;8.0;9.0;1.8;1.0;2.0;1.0;1.0;1.6;8.3;9.0;8.0;8.0;8.3;9.0;8.0;8.0;9.0;10.0;10.0;8.0;9.0;8.0;9.0;9.0;10.0;8.0
2020;129;10.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;8.0;10.0;10.0;8.5;8.0;9.0;9.0;9.0;8.5;9.0;8.0;1.4;1.0;1.0;1.0;1.0;1.1;8.3;9.0;8.0;8.0;8.3;9.0;8.0;8.0;9.2;10.0;10.0;8.0;9.0;9.0;9.7;10.0;10.0;9.0
2016;129;9.0;10.0;10.0;9.0;8.0;10.0;10.0;8.0;8.0;10.0;10.0;8.5;8.0;9.0;8.0;8.0;9.0;9.0;9.0;1.4;1.0;1.0;1.0;1.0;1.5;8.3;9.0;8.0;8.0;8.3;9.0;8.0;8.0;9.2;10.0;10.0;8.0;9.0;9.0;9.7;10.0;10.0;9.0
2022;129;10.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;8.0;10.0;9.0;8.5;8.0;9.0;9.0;9.0;8.5;9.0;8.0;1.2;1.0;1.0;1.0;1.0;1.1;8.3;9.0;8.0;8.0;8.3;9.0;8.0;8.0;9.2;10.0;10.0;8.0;9.0;9.0;10.0;10.0;10.0;10.0
2010;132;6.0;6.0;5.0;6.0;5.0;6.0;6.0;2.0;2.0;6.0;6.0;3.0;3.0;3.0;6.0;6.0;4.5;6.0;3.0;6.7;8.0;6.0;10.0;6.0;4.4;5.0;5.0;5.0;5.0;4.7;4.0;5.0;5.0;5.6;6.0;7.0;4.0;5.0;6.0;8.3;8.0;8.0;9.0
2018;132;6.0;7.0;4.0;4.0;4.0;5.0;7.0;2.0;2.0;7.0;7.0;3.5;3.0;4.0;5.0;5.0;4.0;5.0;3.0;6.9;8.0;5.0;10.0;6.0;5.5;5.3;5.0;5.0;6.0;4.0;4.0;4.0;4.0;6.0;7.0;5.0;6.0;5.0;7.0;6.7;6.0;7.0;7.0
2012;132;2.0;2.0;4.0;4.0;5.0;3.0;3.0;2.0;2.0;6.0;5.0;3.5;3.0;4.0;5.0;5.0;4.0;4.0;4.0;7.4;8.0;6.0;10.0;7.0;5.1;3.0;3.0;3.0;3.0;3.3;3.0;3.0;4.0;4.2;6.0;4.0;3.0;4.0;4.0;3.7;4.0;3.0;4.0
2014;132;2.0;2.0;3.0;4.0;4.0;3.0;3.0;2.0;2.0;6.0;6.0;3.5;3.0;4.0;4.0;4.0;3.5;4.0;3.0;7.3;8.0;6.0;10.0;7.0;5.5;3.3;3.0;3.0;4.0;3.7;4.0;4.0;3.0;4.4;6.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;5.0
2020;132;7.0;7.0;4.0;4.0;4.0;5.0;7.0;2.0;2.0;7.0;7.0;3.5;3.0;4.0;5.0;5.0;4.0;5.0;3.0;7.1;8.0;5.0;10.0;7.0;5.5;5.7;5.0;6.0;6.0;4.0;4.0;4.0;4.0;6.0;7.0;5.0;6.0;5.0;7.0;7.3;8.0;7.0;7.0
2016;132;7.0;7.0;4.0;4.0;4.0;5.0;6.0;2.0;2.0;6.0;7.0;3.5;3.0;4.0;5.0;5.0;4.0;5.0;3.0;7.0;8.0;5.0;10.0;7.0;5.3;5.0;5.0;4.0;6.0;4.0;4.0;4.0;4.0;5.8;6.0;5.0;6.0;5.0;7.0;6.0;6.0;6.0;6.0
2022;132;7.0;7.0;4.0;4.0;4.0;3.0;3.0;1.0;1.0;7.0;6.0;3.5;3.0;4.0;5.0;5.0;4.0;5.0;3.0;7.0;8.0;5.0;9.0;7.0;5.9;4.3;4.0;4.0;5.0;4.0;4.0;4.0;4.0;6.2;8.0;5.0;6.0;5.0;7.0;6.7;6.0;7.0;7.0
2010;133;6.0;7.0;5.0;6.0;6.0;6.0;7.0;2.0;2.0;7.0;8.0;3.5;3.0;4.0;6.0;6.0;3.0;3.0;3.0;6.8;8.0;5.0;10.0;7.0;4.0;6.0;6.0;6.0;6.0;4.7;5.0;4.0;5.0;6.0;7.0;7.0;6.0;4.0;6.0;7.7;8.0;7.0;8.0
2018;133;6.0;8.0;6.0;6.0;5.0;7.0;7.0;2.0;2.0;5.0;5.0;4.0;3.0;5.0;5.0;5.0;3.5;3.0;4.0;6.7;8.0;4.0;10.0;7.0;4.3;6.3;7.0;5.0;7.0;4.3;4.0;5.0;4.0;6.2;7.0;7.0;7.0;5.0;5.0;7.3;8.0;6.0;8.0
2012;133;6.0;8.0;5.0;6.0;6.0;6.0;6.0;2.0;2.0;7.0;8.0;4.0;3.0;5.0;6.0;6.0;3.0;3.0;3.0;7.2;8.0;5.0;10.0;9.0;4.0;6.3;7.0;6.0;6.0;5.0;5.0;5.0;5.0;6.0;7.0;6.0;6.0;5.0;6.0;7.7;8.0;7.0;8.0
2014;133;6.0;8.0;7.0;6.0;6.0;7.0;7.0;3.0;3.0;6.0;7.0;4.0;3.0;5.0;5.0;5.0;3.5;3.0;4.0;6.8;8.0;4.0;10.0;8.0;3.8;6.7;7.0;6.0;7.0;4.7;4.0;5.0;5.0;6.8;7.0;7.0;7.0;7.0;6.0;7.7;8.0;7.0;8.0
2020;133;7.0;7.0;5.0;7.0;4.0;6.0;7.0;2.0;2.0;6.0;5.0;4.0;3.0;5.0;4.0;4.0;3.5;3.0;4.0;6.9;8.0;5.0;10.0;7.0;4.5;6.3;7.0;6.0;6.0;4.3;4.0;5.0;4.0;6.8;7.0;9.0;7.0;6.0;5.0;7.0;7.0;6.0;8.0
2016;133;6.0;8.0;7.0;6.0;5.0;7.0;7.0;2.0;2.0;5.0;6.0;4.0;3.0;5.0;5.0;5.0;3.5;3.0;4.0;6.9;8.0;4.0;10.0;8.0;4.1;6.3;7.0;5.0;7.0;4.3;4.0;5.0;4.0;6.2;7.0;7.0;7.0;5.0;5.0;7.3;8.0;6.0;8.0
2022;133;7.0;8.0;5.0;9.0;4.0;6.0;7.0;1.0;1.0;6.0;5.0;4.0;3.0;5.0;4.0;4.0;3.5;3.0;4.0;6.5;8.0;5.0;10.0;7.0;4.1;5.7;6.0;6.0;5.0;4.7;4.0;5.0;5.0;6.8;7.0;9.0;7.0;6.0;5.0;7.3;7.0;7.0;8.0
2010;134;5.0;2.0;5.0;5.0;6.0;2.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;6.5;6.0;7.0;4.3;4.0;5.0;4.0;3.0;3.8;5.0;5.0;5.0;5.0;6.7;7.0;7.0;6.0;6.0;7.0;5.0;7.0;5.0;;8.3;7.0;8.0;10.0
2018;134;4.0;3.0;3.0;4.0;4.0;3.0;2.0;7.0;7.0;8.0;7.0;6.5;7.0;6.0;8.0;8.0;6.0;5.0;7.0;4.0;4.0;5.0;2.0;2.0;5.0;5.0;5.0;5.0;5.0;6.0;7.0;6.0;5.0;5.0;6.0;4.0;5.0;5.0;;8.0;7.0;7.0;10.0
2012;134;5.0;2.0;4.0;5.0;6.0;2.0;2.0;7.0;7.0;8.0;7.0;7.0;7.0;7.0;8.0;8.0;6.0;6.0;6.0;4.4;4.0;5.0;4.0;3.0;4.1;4.7;4.0;5.0;5.0;7.0;7.0;7.0;7.0;5.8;7.0;5.0;6.0;5.0;;8.7;7.0;9.0;10.0
2014;134;5.0;2.0;5.0;5.0;6.0;3.0;2.0;7.0;7.0;9.0;7.0;7.0;7.0;7.0;8.0;8.0;6.5;6.0;7.0;4.0;4.0;5.0;3.0;2.0;4.0;5.0;5.0;5.0;5.0;6.7;7.0;7.0;6.0;5.8;7.0;5.0;6.0;5.0;;8.7;7.0;9.0;10.0
2020;134;6.0;5.0;5.0;5.0;6.0;5.0;5.0;7.0;7.0;9.0;7.0;6.5;7.0;6.0;8.0;8.0;6.0;5.0;7.0;4.0;4.0;5.0;3.0;2.0;4.3;5.7;6.0;5.0;6.0;6.7;6.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;;8.0;7.0;8.0;9.0
2016;134;4.0;3.0;4.0;4.0;6.0;3.0;2.0;7.0;7.0;9.0;7.0;7.0;7.0;7.0;8.0;8.0;6.5;6.0;7.0;4.1;4.0;5.0;2.0;3.0;4.5;5.0;5.0;5.0;5.0;6.7;7.0;7.0;6.0;5.5;7.0;5.0;5.0;5.0;;8.0;7.0;7.0;10.0
2022;134;6.0;4.0;4.0;5.0;6.0;4.0;4.0;7.0;7.0;9.0;7.0;6.5;7.0;6.0;7.0;7.0;6.0;5.0;7.0;3.9;4.0;5.0;2.0;2.0;4.5;4.7;5.0;4.0;5.0;5.7;6.0;5.0;6.0;5.5;6.0;5.0;6.0;5.0;;8.0;7.0;8.0;9.0
2010;136;9.0;8.0;6.0;5.0;4.0;7.0;8.0;1.0;1.0;8.0;6.0;4.5;5.0;4.0;5.0;5.0;3.5;4.0;3.0;7.0;8.0;6.0;9.0;10.0;4.8;5.7;5.0;6.0;6.0;5.3;5.0;6.0;5.0;6.8;7.0;7.0;6.0;7.0;;8.7;8.0;9.0;9.0
2018;136;7.0;7.0;4.0;5.0;4.0;6.0;6.0;1.0;1.0;8.0;5.0;4.0;4.0;4.0;5.0;5.0;3.0;3.0;3.0;7.1;8.0;6.0;9.0;10.0;5.9;5.3;5.0;5.0;6.0;4.3;4.0;5.0;4.0;5.4;6.0;6.0;4.0;5.0;6.0;7.0;7.0;6.0;8.0
2012;136;9.0;8.0;5.0;5.0;4.0;7.0;8.0;1.0;1.0;9.0;6.0;4.5;5.0;4.0;7.0;7.0;3.5;4.0;3.0;6.8;8.0;5.0;9.0;10.0;4.8;5.7;5.0;6.0;6.0;5.3;5.0;6.0;5.0;7.0;7.0;7.0;7.0;7.0;7.0;8.7;8.0;9.0;9.0
2014;136;3.0;3.0;3.0;4.0;3.0;3.0;3.0;1.0;1.0;7.0;4.0;3.0;3.0;3.0;4.0;4.0;3.5;4.0;3.0;7.9;8.0;9.0;9.0;10.0;7.1;4.3;4.0;4.0;5.0;4.0;4.0;4.0;4.0;4.3;5.0;4.0;3.0;5.0;;5.0;5.0;5.0;5.0
2020;136;7.0;7.0;4.0;4.0;4.0;6.0;6.0;1.0;1.0;8.0;5.0;4.0;4.0;4.0;5.0;5.0;3.0;3.0;3.0;7.3;8.0;7.0;9.0;10.0;6.0;5.3;5.0;5.0;6.0;4.3;4.0;5.0;4.0;5.4;6.0;6.0;4.0;5.0;6.0;7.0;7.0;6.0;8.0
2016;136;7.0;6.0;4.0;5.0;4.0;6.0;6.0;1.0;1.0;8.0;5.0;3.5;3.0;4.0;6.0;6.0;3.5;4.0;3.0;7.0;8.0;6.0;9.0;10.0;5.9;5.3;5.0;5.0;6.0;4.3;4.0;5.0;4.0;5.8;6.0;6.0;5.0;6.0;6.0;7.7;7.0;8.0;8.0
2022;136;3.0;1.0;3.0;4.0;4.0;3.0;3.0;1.0;1.0;8.0;5.0;4.0;4.0;4.0;5.0;5.0;3.0;3.0;3.0;7.8;8.0;9.0;9.0;10.0;6.5;4.7;5.0;4.0;5.0;4.3;4.0;5.0;4.0;4.6;5.0;4.0;3.0;5.0;6.0;6.0;7.0;5.0;6.0
2010;140;2.0;1.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;3.5;4.0;3.0;5.0;5.0;3.0;3.0;3.0;7.9;8.0;6.0;9.0;10.0;6.6;3.3;3.0;4.0;3.0;3.3;4.0;3.0;3.0;3.8;3.0;3.0;4.0;4.0;5.0;4.0;3.0;4.0;5.0
2018;140;3.0;2.0;3.0;4.0;4.0;3.0;2.0;3.0;3.0;6.0;5.0;3.5;4.0;3.0;6.0;6.0;3.5;4.0;3.0;7.2;8.0;5.0;8.0;8.0;6.0;3.7;4.0;4.0;3.0;3.3;4.0;3.0;3.0;4.0;3.0;4.0;4.0;4.0;5.0;6.3;5.0;7.0;7.0
2012;140;5.0;2.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;6.0;5.0;3.5;4.0;3.0;6.0;6.0;3.5;4.0;3.0;7.7;8.0;6.0;8.0;10.0;6.0;4.0;4.0;4.0;4.0;3.7;4.0;3.0;4.0;4.8;6.0;4.0;4.0;5.0;5.0;6.3;5.0;7.0;7.0
2014;140;3.0;2.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;6.0;5.0;3.5;4.0;3.0;6.0;6.0;3.5;4.0;3.0;7.5;8.0;6.0;8.0;9.0;5.9;3.7;4.0;4.0;3.0;3.3;4.0;3.0;3.0;4.2;4.0;4.0;4.0;4.0;5.0;6.0;5.0;7.0;6.0
2020;140;3.0;2.0;3.0;4.0;4.0;3.0;2.0;3.0;3.0;6.0;5.0;3.5;4.0;3.0;5.0;5.0;3.5;4.0;3.0;7.3;8.0;5.0;8.0;9.0;5.9;3.7;4.0;4.0;3.0;3.3;4.0;3.0;3.0;4.0;3.0;4.0;4.0;4.0;5.0;6.0;5.0;6.0;7.0
2016;140;3.0;2.0;3.0;4.0;4.0;3.0;2.0;3.0;3.0;6.0;5.0;3.5;4.0;3.0;7.0;7.0;3.5;4.0;3.0;7.3;8.0;5.0;8.0;9.0;6.0;4.0;4.0;4.0;4.0;3.7;4.0;3.0;4.0;4.2;4.0;4.0;4.0;4.0;5.0;6.0;5.0;6.0;7.0
2022;140;4.0;2.0;3.0;4.0;5.0;3.0;3.0;3.0;3.0;6.0;5.0;3.5;4.0;3.0;5.0;5.0;3.5;4.0;3.0;7.3;8.0;5.0;8.0;9.0;6.0;3.3;4.0;4.0;2.0;3.3;4.0;3.0;3.0;4.0;3.0;4.0;4.0;4.0;5.0;6.3;5.0;7.0;7.0
2010;141;9.0;8.0;9.0;8.0;8.0;9.0;9.0;7.0;7.0;7.0;7.0;7.0;8.0;6.0;8.0;8.0;7.5;8.0;7.0;3.2;3.0;3.0;4.0;3.0;2.4;8.0;8.0;8.0;8.0;7.7;8.0;8.0;7.0;8.0;9.0;9.0;8.0;6.0;;9.0;9.0;9.0;9.0
2018;141;9.0;10.0;9.0;9.0;7.0;9.0;9.0;7.0;7.0;10.0;8.0;7.0;8.0;6.0;9.0;9.0;7.0;7.0;7.0;2.6;3.0;2.0;3.0;1.0;2.4;8.0;8.0;8.0;8.0;6.3;7.0;7.0;5.0;8.5;10.0;9.0;8.0;7.0;;9.0;9.0;9.0;9.0
2012;141;9.0;10.0;9.0;8.0;7.0;9.0;9.0;7.0;7.0;9.0;8.0;7.0;8.0;6.0;8.0;8.0;7.0;7.0;7.0;3.2;3.0;3.0;4.0;4.0;2.4;8.7;9.0;8.0;9.0;7.3;8.0;8.0;6.0;8.3;9.0;9.0;7.0;8.0;;8.7;9.0;9.0;8.0
2014;141;9.0;10.0;9.0;8.0;7.0;9.0;9.0;7.0;7.0;8.0;8.0;7.0;8.0;6.0;9.0;9.0;6.5;6.0;7.0;2.9;3.0;2.0;3.0;3.0;2.5;8.0;8.0;8.0;8.0;7.0;8.0;8.0;5.0;8.3;9.0;9.0;8.0;7.0;;8.3;9.0;8.0;8.0
2020;141;9.0;10.0;9.0;9.0;7.0;9.0;9.0;6.0;6.0;10.0;8.0;7.0;8.0;6.0;9.0;9.0;7.0;7.0;7.0;2.4;3.0;1.0;2.0;2.0;2.3;8.0;8.0;8.0;8.0;6.7;7.0;8.0;5.0;8.8;10.0;10.0;8.0;7.0;;9.0;9.0;9.0;9.0
