year;country_id;ranking_status_index;status_index;ranking_democracy_status;democracy_status;stateness;monopoly_on_the_use_of_force;state_identity;no_interference_of_religious_dogmas;basic_administration;political_participation;association_/_assembly_rights;freedom_of_expression;rule_of_law;civil_rights;stability_of_democratic_institutions;political_and_social_integration;party_system;interest_groups;approval_of_democracy;social_capital;ranking_economy_status;economy_status;organization_of_the_market_and_competition;market_organization;competition_policy;liberalization_of_foreign_trade;banking_system;monetary_and_fiscal_stability;private_property;property_rights;private_enterprise;ranking_governance_index;governance_index;civil_society_traditions;governance_performance;democracy_status_08;democracy_status_10;trend_democracy;economy_status_08;economy_status_10;trend_economy;governance_index_08;governance_index_10;trend_governance;state_failure;total;democracy/autocracy;status_index_score;status_index_category;status_index_status;democracy_status_score;democracy_status_category;democracy_status_status;economy_status_score;economy_status_category;economy_status_status;governance_index_score;governance_index_category;governance_index_status;level_of_difficulty_score;level_of_difficulty_category;level_of_difficulty_status;governance_performance_score;governance_performance_category;governance_performance_status
2016;55;15.0;7.93;14.0;8.4;9.5;10.0;9.0;9.0;10.0;8.8;10.0;7.0;8.0;8.0;8.5;7.3;7.0;8.0;7.0;7.0;20.0;7.46;8.8;8.0;8.0;10.0;9.0;7.5;8.0;9.0;7.0;21.0;6.39;4.0;7.77;8.45;8.4;-0.05;7.89;7.46;-0.43;6.46;6.39;-0.06;10.0;0.0;Dem.;7.93;2.0;Advanced;8.4;1.0;Democracy in consolidation;7.46;2.0;Advanced;6.39;2.0;Good;2.0;5.0;Negligible;7.77;2.0;Sound
2022;55;13.0;8.13;14.0;8.3;9.3;10.0;10.0;8.0;9.0;8.5;10.0;6.0;7.3;8.0;9.0;7.5;7.0;9.0;7.0;7.0;13.0;7.96;9.3;8.0;10.0;10.0;9.0;8.0;8.0;9.0;7.0;25.0;5.98;3.0;7.22;8.15;8.3;0.15;7.68;7.96;0.29;6.04;5.98;-0.06;9.5;0.0;Dem.;8.13;2.0;Advanced;8.3;1.0;Democracies in consolidation;7.96;2.0;Advanced;5.98;2.0;Good;2.3;5.0;Negligible;7.22;2.0;Sound
2010;56;102.0;4.36;111.0;3.47;9.8;10.0;9.0;10.0;10.0;1.5;2.0;2.0;2.8;3.0;1.0;2.3;1.0;2.0;;4.0;74.0;5.25;1.8;2.0;2.0;2.0;1.0;5.0;2.0;2.0;2.0;108.0;3.42;7.0;3.9;3.42;3.47;0.05;5.32;5.25;-0.07;2.91;3.42;0.51;10.0;6.0;Aut.;4.36;4.0;Very limited;3.47;5.0;Hard-line autocracy;5.25;3.0;Limited;3.42;4.0;Weak;4.5;3.0;Moderate;3.9;4.0;Flawed
2018;56;101.0;4.02;102.0;3.58;9.3;10.0;9.0;10.0;8.0;1.8;2.0;3.0;3.3;4.0;1.0;2.7;1.0;3.0;;4.0;95.0;4.46;2.3;3.0;2.0;3.0;1.0;4.5;2.5;3.0;2.0;94.0;3.93;7.0;4.52;3.68;3.58;-0.1;4.61;4.46;-0.14;4.12;3.93;-0.19;9.0;5.0;Aut.;4.02;4.0;Very limited;3.58;5.0;Hard-line autocracy;4.46;4.0;Very limited;3.93;4.0;Weak;4.1;4.0;Minor;4.52;4.0;Flawed
2012;56;106.0;4.05;112.0;3.42;9.5;10.0;9.0;10.0;9.0;1.5;2.0;2.0;2.8;3.0;1.0;2.3;1.0;2.0;;4.0;89.0;4.68;1.8;2.0;2.0;2.0;1.0;4.5;2.0;2.0;2.0;104.0;3.58;7.0;4.07;3.47;3.42;-0.05;5.25;4.68;-0.57;3.42;3.58;0.16;9.5;6.0;Aut.;4.05;4.0;Very limited;3.42;5.0;Hard-line autocracy;4.68;4.0;Very limited;3.58;4.0;Weak;4.6;3.0;Moderate;4.07;4.0;Flawed
2014;56;104.0;4.13;107.0;3.62;9.8;10.0;10.0;10.0;9.0;2.0;3.0;3.0;3.0;4.0;1.0;2.3;1.0;2.0;;4.0;93.0;4.64;2.0;3.0;2.0;2.0;1.0;4.5;2.5;3.0;2.0;108.0;3.67;7.0;4.2;3.42;3.62;0.2;4.68;4.64;-0.04;3.58;3.67;0.08;9.5;5.0;Aut.;4.13;4.0;Very limited;3.62;5.0;Hard-line autocracy;4.64;4.0;Very limited;3.67;4.0;Weak;4.3;4.0;Minor;4.2;4.0;Flawed
2020;56;114.0;3.77;110.0;3.53;9.0;10.0;9.0;10.0;7.0;1.8;2.0;3.0;3.3;4.0;1.0;2.7;1.0;3.0;;4.0;109.0;4.0;2.0;3.0;2.0;2.0;1.0;3.5;2.5;3.0;2.0;102.0;3.95;7.0;4.52;3.58;3.53;-0.05;4.46;4.0;-0.46;3.93;3.95;0.02;8.5;5.0;Aut.;3.77;5.0;Failed;3.53;5.0;Hard-line autocracies;4.0;4.0;Very limited;3.95;4.0;Weak;4.3;4.0;Minor;4.52;4.0;Flawed
2016;56;103.0;4.15;101.0;3.68;9.5;10.0;9.0;10.0;9.0;2.0;3.0;3.0;3.3;4.0;1.0;2.7;1.0;3.0;;4.0;90.0;4.61;2.3;3.0;2.0;3.0;1.0;4.5;2.5;3.0;2.0;91.0;4.12;7.0;4.72;3.62;3.68;0.07;4.64;4.61;-0.04;3.67;4.12;0.45;9.5;5.0;Aut.;4.15;4.0;Very limited;3.68;5.0;Hard-line autocracy;4.61;4.0;Very limited;4.12;4.0;Weak;4.3;4.0;Minor;4.72;4.0;Flawed
2022;56;113.0;3.7;111.0;3.53;9.0;10.0;9.0;10.0;7.0;1.8;2.0;3.0;3.3;4.0;1.0;2.7;1.0;3.0;;4.0;109.0;3.86;2.0;3.0;2.0;2.0;1.0;3.5;2.5;3.0;2.0;81.0;4.46;7.0;5.1;3.53;3.53;0.0;4.0;3.86;-0.14;3.95;4.46;0.51;8.5;5.0;Aut.;3.7;5.0;Failed;3.53;5.0;Hard-line autocracies;3.86;4.0;Very limited;4.46;3.0;Moderate;4.3;4.0;Minor;5.1;3.0;Fair
2010;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;61;105.0;4.16;100.0;3.78;6.8;10.0;7.0;6.0;4.0;3.0;3.0;2.0;3.0;3.0;2.5;3.7;4.0;2.0;;5.0;98.0;4.54;4.8;4.0;2.0;6.0;7.0;4.5;6.0;5.0;7.0;64.0;5.1;10.0;5.46;;3.78;;;4.54;;;5.1;;7.0;6.0;Aut.;4.16;4.0;Very limited;3.78;5.0;Hard-line autocracies;4.54;4.0;Very limited;5.1;3.0;Moderate;7.0;2.0;Substantial;5.46;3.0;Fair
2016;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;61;104.0;4.12;103.0;3.67;6.8;10.0;7.0;6.0;4.0;2.8;3.0;1.0;3.0;3.0;2.5;3.3;3.0;2.0;;5.0;89.0;4.57;5.0;5.0;2.0;6.0;7.0;5.0;6.0;5.0;7.0;52.0;5.17;10.0;5.54;3.78;3.67;-0.12;4.54;4.57;0.04;5.1;5.17;0.08;7.0;6.0;Aut.;4.12;4.0;Very limited;3.67;5.0;Hard-line autocracies;4.57;4.0;Very limited;5.17;3.0;Moderate;7.0;2.0;Substantial;5.54;3.0;Fair
2010;63;35.0;6.78;32.0;7.55;8.5;9.0;8.0;10.0;7.0;8.5;9.0;8.0;6.3;7.0;7.5;7.0;7.0;6.0;9.0;6.0;56.0;6.0;6.5;6.0;6.0;7.0;7.0;7.0;6.5;6.0;7.0;39.0;5.78;5.0;6.65;7.6;7.55;-0.05;6.0;6.0;0.0;5.67;5.78;0.11;8.0;0.0;Dem.;6.78;3.0;Limited;7.55;2.0;Defective democracy;6.0;3.0;Limited;5.78;2.0;Good;4.1;4.0;Minor;6.65;2.0;Sound
2018;63;40.0;6.44;35.0;6.95;8.0;9.0;7.0;9.0;7.0;8.0;9.0;8.0;5.3;6.0;7.0;6.5;6.0;6.0;8.0;6.0;55.0;5.93;6.5;6.0;6.0;7.0;7.0;7.5;6.5;6.0;7.0;44.0;5.57;5.0;6.42;7.1;6.95;-0.15;5.79;5.93;0.14;5.69;5.57;-0.12;8.0;0.0;Dem.;6.44;3.0;Limited;6.95;2.0;Defective democracy;5.93;3.0;Limited;5.57;3.0;Moderate;4.1;4.0;Minor;6.42;2.0;Sound
2012;63;36.0;6.66;33.0;7.4;8.0;9.0;7.0;9.0;7.0;8.5;9.0;8.0;6.3;7.0;7.5;6.8;7.0;6.0;8.0;6.0;55.0;5.93;6.5;6.0;6.0;7.0;7.0;7.0;6.5;6.0;7.0;34.0;5.91;5.0;6.73;7.55;7.4;-0.15;6.0;5.93;-0.07;5.78;5.91;0.13;8.0;0.0;Dem.;6.66;3.0;Limited;7.4;2.0;Defective democracy;5.93;3.0;Limited;5.91;2.0;Good;4.5;3.0;Moderate;6.73;2.0;Sound
2014;63;43.0;6.35;32.0;7.2;8.0;9.0;7.0;9.0;7.0;8.3;9.0;8.0;5.8;7.0;7.0;7.0;7.0;6.0;8.0;7.0;67.0;5.5;6.5;6.0;6.0;7.0;7.0;6.5;6.5;6.0;7.0;52.0;5.41;5.0;6.18;7.4;7.2;-0.2;5.93;5.5;-0.43;5.91;5.41;-0.5;8.0;0.0;Dem.;6.35;3.0;Limited;7.2;2.0;Defective democracy;5.5;3.0;Limited;5.41;3.0;Moderate;4.4;4.0;Minor;6.18;2.0;Sound
2020;63;45.0;6.36;41.0;6.8;7.5;8.0;7.0;8.0;7.0;7.8;9.0;7.0;5.3;6.0;7.0;6.5;6.0;7.0;7.0;6.0;58.0;5.93;6.5;6.0;6.0;7.0;7.0;7.5;6.5;6.0;7.0;39.0;5.75;5.0;6.58;6.95;6.8;-0.15;5.93;5.93;0.0;5.57;5.75;0.18;7.5;0.0;Dem.;6.36;3.0;Limited;6.8;2.0;Defective democracies;5.93;3.0;Limited;5.75;2.0;Good;4.3;4.0;Minor;6.58;2.0;Sound
2016;63;40.0;6.44;35.0;7.1;8.0;9.0;7.0;9.0;7.0;8.0;9.0;8.0;5.8;6.0;7.0;6.8;7.0;6.0;8.0;6.0;60.0;5.79;6.5;6.0;6.0;7.0;7.0;7.0;6.5;6.0;7.0;42.0;5.69;5.0;6.48;7.2;7.1;-0.1;5.5;5.79;0.29;5.41;5.69;0.28;8.0;0.0;Dem.;6.44;3.0;Limited;7.1;2.0;Defective democracy;5.79;3.0;Limited;5.69;2.0;Good;4.5;3.0;Moderate;6.48;2.0;Sound
2022;63;40.0;6.32;35.0;6.85;7.8;8.0;7.0;9.0;7.0;8.0;9.0;8.0;5.3;6.0;7.0;6.3;6.0;6.0;7.0;6.0;55.0;5.79;6.5;6.0;6.0;7.0;7.0;7.5;6.5;6.0;7.0;29.0;5.84;5.0;6.73;6.8;6.85;0.05;5.93;5.79;-0.14;5.75;5.84;0.1;7.5;0.0;Dem.;6.32;3.0;Limited;6.85;2.0;Defective democracies;5.79;3.0;Limited;5.84;2.0;Good;4.1;4.0;Minor;6.73;2.0;Sound
2010;64;68.0;5.56;62.0;5.9;8.0;8.0;9.0;9.0;6.0;7.8;9.0;6.0;4.8;7.0;4.5;4.5;3.0;5.0;5.0;5.0;76.0;5.21;5.0;4.0;4.0;6.0;6.0;6.5;5.0;5.0;5.0;84.0;4.42;6.0;4.98;6.15;5.9;-0.25;5.36;5.21;-0.14;3.73;4.42;0.68;7.0;0.0;Dem.;5.56;3.0;Limited;5.9;3.0;Highly defective democracy;5.21;3.0;Limited;4.42;3.0;Moderate;4.9;3.0;Moderate;4.98;4.0;Flawed
2018;64;58.0;5.72;63.0;5.9;8.3;9.0;8.0;9.0;7.0;6.5;6.0;5.0;4.8;6.0;5.5;4.5;4.0;4.0;5.0;5.0;67.0;5.54;5.8;4.0;5.0;7.0;7.0;6.5;5.0;5.0;5.0;65.0;4.99;6.0;5.65;5.45;5.9;0.45;5.64;5.54;-0.11;4.48;4.99;0.51;8.0;0.0;Dem.;5.72;3.0;Limited;5.9;3.0;Highly defective democracy;5.54;3.0;Limited;4.99;3.0;Moderate;4.8;3.0;Moderate;5.65;3.0;Fair
2012;64;73.0;5.39;64.0;5.7;7.5;8.0;7.0;9.0;6.0;7.0;8.0;6.0;5.0;7.0;4.5;4.5;4.0;4.0;5.0;5.0;80.0;5.07;5.0;4.0;4.0;6.0;6.0;6.5;4.0;4.0;4.0;86.0;4.37;6.0;4.94;5.9;5.7;-0.2;5.21;5.07;-0.14;4.42;4.37;-0.05;7.0;0.0;Dem.;5.39;4.0;Very limited;5.7;3.0;Highly defective democracy;5.07;3.0;Limited;4.37;3.0;Moderate;4.8;3.0;Moderate;4.94;4.0;Flawed
2014;64;65.0;5.62;66.0;5.7;8.0;8.0;8.0;9.0;7.0;6.8;8.0;5.0;4.8;7.0;4.5;4.5;4.0;4.0;5.0;5.0;65.0;5.54;5.3;4.0;5.0;6.0;6.0;6.5;5.0;5.0;5.0;79.0;4.57;6.0;5.17;5.7;5.7;0.0;5.07;5.54;0.46;4.37;4.57;0.2;7.5;0.0;Dem.;5.62;3.0;Limited;5.7;3.0;Highly defective democracy;5.54;3.0;Limited;4.57;3.0;Moderate;4.8;3.0;Moderate;5.17;3.0;Fair
2020;64;40.0;6.48;30.0;7.2;8.5;9.0;9.0;9.0;7.0;8.5;9.0;8.0;6.5;7.0;7.0;5.5;6.0;6.0;5.0;5.0;60.0;5.75;6.3;5.0;6.0;7.0;7.0;7.0;6.5;6.0;7.0;58.0;5.22;6.0;5.96;5.9;7.2;1.3;5.54;5.75;0.21;4.99;5.22;0.23;8.0;0.0;Dem.;6.48;3.0;Limited;7.2;2.0;Defective democracies;5.75;3.0;Limited;5.22;3.0;Moderate;4.4;4.0;Minor;5.96;3.0;Fair
2016;64;65.0;5.55;69.0;5.45;7.8;8.0;8.0;8.0;7.0;6.3;6.0;4.0;4.5;6.0;4.5;4.3;4.0;4.0;5.0;4.0;66.0;5.64;5.5;4.0;5.0;7.0;6.0;6.5;5.0;5.0;5.0;80.0;4.48;6.0;5.02;5.7;5.45;-0.25;5.54;5.64;0.11;4.57;4.48;-0.09;7.5;0.0;Dem.;5.55;3.0;Limited;5.45;3.0;Highly defective democracy;5.64;3.0;Limited;4.48;3.0;Moderate;5.1;3.0;Moderate;5.02;3.0;Fair
2022;64;44.0;6.23;32.0;7.0;8.0;9.0;9.0;8.0;6.0;8.3;9.0;7.0;6.5;7.0;7.0;5.3;5.0;6.0;5.0;5.0;65.0;5.46;6.3;5.0;6.0;7.0;7.0;6.5;6.5;6.0;7.0;67.0;4.88;6.0;5.56;7.2;7.0;-0.2;5.75;5.46;-0.29;5.22;4.88;-0.34;7.5;0.0;Dem.;6.23;3.0;Limited;7.0;2.0;Defective democracies;5.46;3.0;Limited;4.88;3.0;Moderate;4.5;3.0;Moderate;5.56;3.0;Fair
2010;65;85.0;4.82;88.0;4.22;7.0;8.0;8.0;6.0;6.0;3.5;5.0;4.0;4.3;4.0;2.0;4.3;3.0;5.0;;5.0;68.0;5.43;6.0;5.0;6.0;6.0;7.0;7.0;7.0;7.0;7.0;87.0;4.32;5.0;4.79;4.4;4.22;-0.18;5.36;5.43;0.07;4.16;4.32;0.16;7.0;2.0;Aut.;4.82;4.0;Very limited;4.22;4.0;Moderate autocracy;5.43;3.0;Limited;4.32;3.0;Moderate;5.6;3.0;Moderate;4.79;4.0;Flawed
2018;65;96.0;4.28;98.0;3.7;6.3;6.0;7.0;6.0;6.0;2.8;3.0;3.0;3.5;3.0;2.0;4.0;3.0;4.0;;5.0;83.0;4.86;6.0;4.0;6.0;7.0;7.0;6.0;6.5;7.0;6.0;93.0;3.96;4.0;4.38;3.93;3.7;-0.23;4.86;4.86;0.0;4.44;3.96;-0.47;6.0;6.0;Aut.;4.28;4.0;Very limited;3.7;5.0;Hard-line autocracy;4.86;4.0;Very limited;3.96;4.0;Weak;5.7;3.0;Moderate;4.38;4.0;Flawed
2012;65;88.0;4.76;91.0;4.08;7.0;8.0;8.0;6.0;6.0;3.3;4.0;4.0;3.5;3.0;2.0;4.7;3.0;5.0;;6.0;67.0;5.43;6.0;5.0;6.0;6.0;7.0;7.0;7.0;7.0;7.0;88.0;4.23;5.0;4.67;4.22;4.08;-0.13;5.43;5.43;0.0;4.32;4.23;-0.09;7.0;4.0;Aut.;4.76;4.0;Very limited;4.08;4.0;Moderate autocracy;5.43;3.0;Limited;4.23;4.0;Weak;5.8;3.0;Moderate;4.67;4.0;Flawed
2014;65;87.0;4.82;76.0;4.92;6.0;7.0;7.0;4.0;6.0;5.5;6.0;6.0;4.8;3.0;3.0;5.3;4.0;6.0;;6.0;88.0;4.71;6.0;4.0;7.0;6.0;7.0;6.0;7.0;7.0;7.0;80.0;4.52;4.0;4.97;4.08;4.92;0.83;5.43;4.71;-0.71;4.23;4.52;0.29;6.5;2.0;Aut.;4.82;4.0;Very limited;4.92;4.0;Moderate autocracy;4.71;4.0;Very limited;4.52;3.0;Moderate;5.9;3.0;Moderate;4.97;4.0;Flawed
2020;65;104.0;4.2;112.0;3.5;6.3;6.0;7.0;6.0;6.0;2.3;3.0;2.0;3.0;2.0;2.0;4.0;3.0;4.0;;5.0;83.0;4.89;5.8;4.0;5.0;7.0;7.0;5.5;6.0;5.0;7.0;103.0;3.85;5.0;4.23;3.7;3.5;-0.2;4.86;4.89;0.04;3.96;3.85;-0.12;6.0;6.0;Aut.;4.2;4.0;Very limited;3.5;5.0;Hard-line autocracies;4.89;4.0;Very limited;3.85;4.0;Weak;5.9;3.0;Moderate;4.23;4.0;Flawed
2016;65;96.0;4.4;91.0;3.93;6.3;6.0;7.0;6.0;6.0;3.3;3.0;4.0;3.5;3.0;2.0;4.7;3.0;5.0;;6.0;83.0;4.86;6.0;4.0;6.0;7.0;7.0;6.0;6.0;6.0;6.0;81.0;4.44;4.0;4.87;4.92;3.93;-0.98;4.71;4.86;0.14;4.52;4.44;-0.08;6.0;5.0;Aut.;4.4;4.0;Very limited;3.93;5.0;Hard-line autocracy;4.86;4.0;Very limited;4.44;3.0;Moderate;6.0;3.0;Moderate;4.87;4.0;Flawed
2022;65;103.0;4.13;114.0;3.37;6.8;7.0;8.0;6.0;6.0;2.3;3.0;2.0;2.5;2.0;2.0;3.3;2.0;3.0;;5.0;82.0;4.89;5.8;4.0;5.0;7.0;7.0;5.5;6.0;5.0;7.0;108.0;3.77;5.0;4.13;3.5;3.37;-0.13;4.89;4.89;0.0;3.85;3.77;-0.08;6.5;6.0;Aut.;4.13;4.0;Very limited;3.37;5.0;Hard-line autocracies;4.89;4.0;Very limited;3.77;4.0;Weak;6.1;3.0;Moderate;4.13;4.0;Flawed
2010;66;32.0;7.14;34.0;7.35;8.3;7.0;9.0;10.0;7.0;7.5;6.0;7.0;6.3;6.0;8.0;6.8;7.0;7.0;6.0;7.0;30.0;6.93;9.0;10.0;7.0;10.0;9.0;9.5;9.0;8.0;10.0;24.0;6.3;4.0;7.18;7.2;7.35;0.15;6.79;6.93;0.14;6.24;6.3;0.05;7.0;0.0;Dem.;7.14;2.0;Advanced;7.35;2.0;Defective democracy;6.93;3.0;Limited;6.3;2.0;Good;4.5;3.0;Moderate;7.18;2.0;Sound
2018;66;28.0;6.88;29.0;7.3;7.8;6.0;9.0;10.0;6.0;8.5;8.0;8.0;6.0;5.0;8.0;6.3;7.0;7.0;6.0;5.0;36.0;6.46;8.3;7.0;7.0;10.0;9.0;8.0;8.5;8.0;9.0;14.0;6.57;5.0;7.38;7.3;7.3;0.0;6.5;6.46;-0.04;6.79;6.57;-0.22;6.0;0.0;Dem.;6.88;3.0;Limited;7.3;2.0;Defective democracy;6.46;3.0;Limited;6.57;2.0;Good;5.0;3.0;Moderate;7.38;2.0;Sound
2012;66;30.0;7.23;32.0;7.45;7.8;6.0;9.0;10.0;6.0;8.3;8.0;8.0;6.3;6.0;8.0;7.0;7.0;7.0;7.0;7.0;30.0;7.0;9.0;10.0;7.0;10.0;9.0;9.5;9.0;8.0;10.0;13.0;6.79;4.0;7.73;7.35;7.45;0.1;6.93;7.0;0.07;6.3;6.79;0.49;6.0;0.0;Dem.;7.23;2.0;Advanced;7.45;2.0;Defective democracy;7.0;2.0;Advanced;6.79;2.0;Good;4.5;3.0;Moderate;7.73;2.0;Sound
2014;66;25.0;7.2;29.0;7.5;8.0;6.0;9.0;10.0;7.0;8.3;8.0;8.0;6.3;6.0;8.0;7.0;8.0;7.0;7.0;6.0;31.0;6.89;8.8;9.0;7.0;10.0;9.0;9.0;9.0;8.0;10.0;11.0;6.84;5.0;7.73;7.45;7.5;0.05;7.0;6.89;-0.11;6.79;6.84;0.05;6.5;0.0;Dem.;7.2;2.0;Advanced;7.5;2.0;Defective democracy;6.89;3.0;Limited;6.84;2.0;Good;4.8;3.0;Moderate;7.73;2.0;Sound
2020;66;31.0;6.8;30.0;7.2;7.5;6.0;9.0;9.0;6.0;8.5;8.0;8.0;6.0;5.0;8.0;6.0;7.0;7.0;5.0;5.0;39.0;6.39;8.3;7.0;7.0;10.0;9.0;8.0;8.0;7.0;9.0;16.0;6.54;5.0;7.32;7.3;7.2;-0.1;6.46;6.39;-0.07;6.57;6.54;-0.03;6.0;0.0;Dem.;6.8;3.0;Limited;7.2;2.0;Defective democracies;6.39;3.0;Limited;6.54;2.0;Good;5.2;3.0;Moderate;7.32;2.0;Sound
2016;66;29.0;6.9;30.0;7.3;7.8;6.0;9.0;10.0;6.0;8.5;8.0;8.0;6.0;5.0;7.5;6.8;7.0;7.0;7.0;6.0;33.0;6.5;8.5;8.0;7.0;10.0;9.0;8.0;8.5;8.0;9.0;13.0;6.79;5.0;7.6;7.5;7.3;-0.2;6.89;6.5;-0.39;6.84;6.79;-0.05;6.0;0.0;Dem.;6.9;3.0;Limited;7.3;2.0;Defective democracy;6.5;3.0;Limited;6.79;2.0;Good;5.2;3.0;Moderate;7.6;2.0;Sound
2022;66;34.0;6.46;40.0;6.7;7.8;7.0;9.0;9.0;6.0;8.3;8.0;7.0;5.8;5.0;6.0;5.8;5.0;7.0;6.0;5.0;37.0;6.21;8.0;6.0;7.0;10.0;9.0;7.5;8.0;7.0;9.0;36.0;5.63;5.0;6.3;7.2;6.7;-0.5;6.39;6.21;-0.18;6.54;5.63;-0.91;6.5;0.0;Dem.;6.46;3.0;Limited;6.7;2.0;Defective democracies;6.21;3.0;Limited;5.63;2.0;Good;5.2;3.0;Moderate;6.3;2.0;Sound
2010;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;67;126.0;3.02;127.0;2.82;7.0;8.0;6.0;9.0;5.0;2.0;2.0;2.0;1.8;2.0;1.0;2.3;2.0;2.0;;3.0;121.0;3.21;3.0;2.0;2.0;3.0;5.0;6.5;2.0;2.0;2.0;115.0;3.41;9.0;3.72;;2.82;;;3.21;;;3.41;;6.5;6.0;Aut.;3.02;5.0;Failed;2.82;5.0;Hard-line autocracies;3.21;4.0;Very limited;3.41;4.0;Weak;6.3;3.0;Moderate;3.72;4.0;Flawed
2016;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;67;125.0;2.97;128.0;2.77;6.8;8.0;6.0;9.0;4.0;2.0;2.0;2.0;1.8;2.0;1.0;2.3;2.0;2.0;;3.0;120.0;3.18;2.8;2.0;2.0;3.0;4.0;6.5;2.0;2.0;2.0;114.0;3.33;9.0;3.63;2.82;2.77;-0.05;3.21;3.18;-0.04;3.41;3.33;-0.07;6.0;6.0;Aut.;2.97;5.0;Failed;2.77;5.0;Hard-line autocracies;3.18;4.0;Very limited;3.33;4.0;Weak;6.3;3.0;Moderate;3.63;4.0;Flawed
2010;68;125.0;2.68;125.0;2.68;6.8;6.0;7.0;9.0;5.0;1.0;1.0;1.0;2.0;1.0;1.0;2.7;1.0;1.0;;6.0;124.0;2.68;1.3;2.0;1.0;1.0;1.0;3.5;2.0;3.0;1.0;120.0;2.27;8.0;2.38;2.6;2.68;0.08;2.14;2.68;0.54;2.07;2.27;0.2;5.5;6.0;Aut.;2.68;5.0;Failed;2.68;5.0;Hard-line autocracy;2.68;5.0;Rudimentary;2.27;5.0;Failed;7.9;2.0;Substantial;2.38;5.0;Poor
2018;68;126.0;1.84;126.0;2.12;6.0;7.0;7.0;7.0;3.0;1.0;1.0;1.0;1.3;1.0;1.0;1.3;1.0;1.0;;2.0;127.0;1.57;1.0;1.0;1.0;1.0;1.0;2.5;2.0;3.0;1.0;128.0;1.13;9.0;1.17;2.07;2.12;0.05;1.36;1.57;0.21;1.13;1.13;-0.01;5.0;6.0;Aut.;1.84;5.0;Failed;2.12;5.0;Hard-line autocracy;1.57;5.0;Rudimentary;1.13;5.0;Failed;8.4;2.0;Substantial;1.17;5.0;Poor
2012;68;126.0;1.82;126.0;2.13;5.8;6.0;7.0;7.0;3.0;1.0;1.0;1.0;1.3;1.0;1.0;1.7;1.0;1.0;;3.0;125.0;1.5;1.0;1.0;1.0;1.0;1.0;1.5;2.0;3.0;1.0;125.0;1.78;9.0;1.83;2.68;2.13;-0.55;2.68;1.5;-1.18;2.27;1.78;-0.48;4.5;6.0;Aut.;1.82;5.0;Failed;2.13;5.0;Hard-line autocracy;1.5;5.0;Rudimentary;1.78;5.0;Failed;8.8;1.0;Massive;1.83;5.0;Poor
2014;68;128.0;1.76;127.0;2.08;5.5;6.0;6.0;7.0;3.0;1.0;1.0;1.0;1.3;1.0;1.0;1.7;1.0;1.0;;3.0;127.0;1.43;1.0;1.0;1.0;1.0;1.0;1.5;2.0;3.0;1.0;129.0;1.34;9.0;1.38;2.13;2.08;-0.05;1.5;1.43;-0.07;1.78;1.34;-0.44;4.5;6.0;Aut.;1.76;5.0;Failed;2.08;5.0;Hard-line autocracy;1.43;5.0;Rudimentary;1.34;5.0;Failed;8.6;1.0;Massive;1.38;5.0;Poor
2020;68;135.0;1.7;133.0;2.12;6.0;7.0;7.0;7.0;3.0;1.0;1.0;1.0;1.3;1.0;1.0;1.3;1.0;1.0;;2.0;136.0;1.29;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;137.0;1.2;10.0;1.25;2.12;2.12;0.0;1.57;1.29;-0.29;1.13;1.2;0.08;5.0;6.0;Aut.;1.7;5.0;Failed;2.12;5.0;Hard-line autocracies;1.29;5.0;Rudimentary;1.2;5.0;Failed;8.2;2.0;Substantial;1.25;5.0;Poor
